u,y,fitness,correlation,n,m,k,threshold,theta,fitScale,thrScale,valid
PIC101_MV,FIC201_SV,0.8298603336426948,0.9689,2,1,1,0.1395362014180963,"+1.6829133849485083,-0.9278987717076460,+0.2994546651677175,-0.2228761216566960,-4.004871246687502",1.0,1.1,1
PIC101_MV,LIC201_MV,0.7452199877885772,0.9835,2,1,0,1.4074075106823576,"+1.7258391778973534,-0.9031316049097097,+1.2467021323502543,-0.8445885247797634,-21.658984309542660",1.0,1.1,1
PIC101_MV,TIC104_MV,0.8310592621632593,0.982,1,1,0,16.517291315661527,"+0.9738855223409598,-3.2387778209853204,+3.1207545343376495,+10.831941084676163",1.0,1.1,1
PIC101_MV,TIC402_MV,0.7107765611812846,0.9176,1,1,0,4.928929913803742,"+0.7793333337626550,+0.2488524350076116,+0.2312338760817041,-25.930471636287787",1.0,1.1,1
PIC101_PV,C03_MV,0.9823811391215092,0.9513,1,1,0,0.070366153899591,"+0.9998794764188370,-0.0327735535047484,+0.0104803502721781,+19.738663489944492",1.0,1.1,1
PIC101_PV,FI105_F,0.8326297380688809,-0.0323,2,1,0,0.3721455559222139,"+0.1649174197184595,-0.0434914881963358,+0.0374850288453586,+0.0052416607900526,-15.028311750608933",1.0,1.1,1
PIC101_PV,FIC101_PV,0.7850676971130024,0.922,2,1,0,0.0408746219349565,"+0.8530725977223345,+0.1464721750121364,-0.0021032105780286,+0.0011753663807183,+0.821566789007172",1.0,1.1,1
PIC101_PV,FIC101_SV,0.7103602328103378,-0.0403,2,1,0,0.0410564774524152,"+1.6524921993144710,-0.6530256701720546,-0.0028513516311149,+0.0025137271721449,+0.299292852416436",1.0,1.1,1
PIC101_PV,FIC102_SV,0.7935572252422991,-0.1175,1,1,0,0.3889913885550996,"+0.9988788781933484,-0.0225267044415012,+0.0170557476314131,+4.849852030334040",1.0,1.1,1
PIC101_PV,FIC103_MV,0.9853591063412648,-0.1339,1,1,0,0.0666866955678771,"+0.9998984330689185,-0.0323697665137455,+0.0099878650820618,+19.815707139677595",1.0,1.1,1
PIC101_PV,FIC103_PV,0.7946062804841513,-0.031,1,1,0,0.0730868356913043,"+0.9988849293783812,-0.0042298451199984,+0.0032044117471577,+0.909011015537972",1.0,1.1,1
PIC101_PV,FIC103_SV,0.7949260916880702,-0.1339,1,1,0,0.072946961315981,"+0.9988865854722079,-0.0042311390250863,+0.0032057814768930,+0.908941729058449",1.0,1.1,1
PIC101_PV,PI106_P,0.8302021164216341,-0.1339,0,1,0,5.8510663974574975,"+0.8673923742741586,+0.1064531130870084,-76.054698413973127",1.0,1.1,1
PIC101_PV,PIC101_MV,0.9857274349763642,0.9846,1,1,0,0.061885344136676,"+0.9999426530215525,-0.0335899015530307,+0.0112327947507849,+19.790418563320542",1.0,1.1,1
PIC102_MV,PIC102_PV,0.7787992936836166,-0.9057,1,0,0,38.41084706592999,"+0.8302227373877497,-1.4858277902220460,+96.620597563353655",1.0,1.1,1
PIC102_MV,PIC102_SV,0.787429505642262,-0.9644,1,1,0,21.323596195034995,"+0.9007039618011172,-5.4546810092932780,+4.5990014564273007,+56.070948637281212",1.0,1.1,1
PIC102_MV,TIC103_MV,0.7877999321345891,0.9376,1,1,0,5.2559216443445,"+0.8893696593644598,-1.0690902124837145,+0.8785407609547589,+12.489836093033497",1.0,1.1,1
PIC102_MV,TIC103_SV,0.7344774360551203,-0.9457,0,1,0,11.80683048911182,"-1.1225878435387937,-0.9921969195720539,+224.358175050966593",1.0,1.1,1
PIC102_PV,C01_MV,0.8348025236377368,0.4701,2,0,0,0.6658536371551019,"+1.7716774931719292,-0.8019616504138620,+0.0072858381933858,-0.571411399747957",1.0,1.1,1
PIC102_PV,C03_MV,0.8349051072436433,0.9316,2,1,0,1.03784942661446,"+1.6691153544083528,-0.7096020130474426,+0.0042443082154596,-0.0000099264578025,+1.877011497352609",1.0,1.1,1
PIC102_PV,C05_MV,0.7973096591803412,0.9787,2,1,1,2.1369867402409137,"+1.6343508757619132,-0.6758716968132901,+0.0657597878418578,-0.0568229476015563,-0.603562872507179",1.0,1.1,1
PIC102_PV,C06_MV,0.7560807645988997,0.9754,2,0,0,2.8830524354832807,"+1.7114544190295180,-0.8690494355602991,+0.0374178786493377,-2.690170552298444",1.0,1.1,1
PIC102_PV,FI107_F,0.7605192095538955,0.9278,2,1,1,0.5675085333978771,"+1.2161354293958917,-0.3019150929442500,-0.0276974874062180,+0.0261569218240848,+2.274788625877500",1.0,1.1,1
PIC102_PV,FI252_F,0.8277727514665207,-0.9231,0,1,1,0.8019204362799605,"+0.0110465025738296,+0.0156696456392535,+2.213090449249756",1.0,1.1,1
PIC102_PV,FI307_F,0.8964118506021386,0.9805,1,1,0,0.0204721827433026,"+0.7318795719914849,+0.0003119925077999,-0.0000885665838535,-0.038749356791088",1.0,1.1,1
PIC102_PV,FI310_F,0.7406868383582196,-0.9221,2,1,0,0.2847123144594849,"+1.7068863865202712,-0.8729643754127968,+0.0008264446561900,+0.0048774281404965,+0.355757146275720",1.0,1.1,1
PIC102_PV,FIC101_MV,0.8343821833427044,0.9379,2,0,0,0.7188200931980443,"+1.7822959177397246,-0.8115535135994117,+0.0070301570197666,-0.549518530031834",1.0,1.1,1
PIC102_PV,FIC101_PV,0.8360671004845428,0.9697,0,1,2,0.1392731261374187,"+0.0022553360945744,+0.0020896543866580,-0.301986959991850",1.0,1.1,1
PIC102_PV,FIC101_SV,0.8001140309033672,0.9819,2,1,1,0.0432316288681157,"+1.6359821073650498,-0.6778037725163781,+0.0013496166255870,-0.0011692706726578,-0.012247207937736",1.0,1.1,1
PIC102_PV,FIC102_PV,0.8441269887885448,0.9314,0,1,1,0.7122030996015095,"+0.0142323131301761,+0.0124240802224799,-0.368495759020699",1.0,1.1,1
PIC102_PV,FIC102_SV,0.8463422305029916,0.9844,0,1,1,0.6690167853324755,"+0.0185255436176394,+0.0081513043449482,-0.375401945781824",1.0,1.1,1
PIC102_PV,FIC103_MV,0.8346045656074379,0.985,2,0,0,1.0487831330716413,"+1.6684514227996183,-0.7086471557273993,+0.0042038025598470,+1.863565109923021",1.0,1.1,1
PIC102_PV,FIC103_PV,0.8463244081601494,0.9786,0,1,1,0.1254275245693362,"+0.0034758333160056,+0.0015262533368493,-0.070360416347118",1.0,1.1,1
PIC102_PV,FIC103_SV,0.8463153190147282,0.985,0,1,1,0.1254299234373288,"+0.0034756537038766,+0.0015263908729656,-0.070350883202911",1.0,1.1,1
PIC102_PV,FIC201_MV,0.7560536357196188,0.985,2,1,0,1.6700110608693457,"+1.7074364759730654,-0.8778343311218548,+0.0049910898137445,+0.0356003674954610,-2.946372858446736",1.0,1.1,1
PIC102_PV,FIC201_PV,0.7546174602633122,0.9606,2,1,0,0.2460360213538593,"+1.7073178430559635,-0.8789882175799335,+0.0006995830731548,+0.0048857561127559,-0.310854553617919",1.0,1.1,1
PIC102_PV,FIC201_SV,0.754779513552944,0.9583,2,1,0,0.2483390917008521,"+1.7066268438690690,-0.8784073694483457,+0.0006765860722669,+0.0049123394215669,-0.311054854629769",1.0,1.1,1
PIC102_PV,LIC101_MV,0.8132711676591878,0.8653,0,1,2,4.13647019928627,"+0.0791652877289207,+0.0427741010693344,-2.800539402021331",1.0,1.1,1
PIC102_PV,LIC102_MV,0.8593676281705581,0.9772,0,1,1,3.6377809751804353,"+0.1735268116476238,-0.0700845993254365,-10.464906682704491",1.0,1.1,1
PIC102_PV,LIC201_MV,0.7558866079653912,0.9792,2,1,0,1.6660433703089872,"+1.7076993634775430,-0.8782810932017950,+0.0051207424650584,+0.0355183654243004,-2.950678199109058",1.0,1.1,1
PIC102_PV,PIC101_MV,0.8350596880440454,0.9336,2,0,0,1.062426582372862,"+1.6669774839625924,-0.7076851299210225,+0.0042584905617799,+1.886968480726738",1.0,1.1,1
PIC102_PV,QI102_Q,0.7877220233811618,-0.5902,2,1,1,0.072347167235077,"+0.3394351539772384,+0.0126285669598748,+0.0003619676381275,+0.0017554521827596,-0.367233689174328",1.0,1.1,1
PIC102_PV,QI102_Qs,0.905358923934332,0.9711,0,1,0,0.0514489688634709,"+0.0007609992515304,+0.0025057390126380,-0.565371770858899",1.0,1.1,1
PIC102_PV,QI105_Q,0.7986451343314114,-0.7718,0,1,2,1.4300560333260637,"+0.0206593377205275,+0.0143828031517299,+0.643408106727239",1.0,1.1,1
PIC102_PV,QI105_Qs,0.8110360913606912,0.9731,0,1,0,1.3012849961920192,"+0.0116129657630536,+0.0234207660551807,+0.649003560483279",1.0,1.1,1
PIC102_PV,QI302_Q,0.8954430784037285,0.9801,0,1,2,0.0594616113303702,"+0.0025548697346125,+0.0016141031437211,-0.742478319472233",1.0,1.1,1
PIC102_PV,QI302_Qs,0.8949092149114719,0.9877,0,1,0,0.0598150226610255,"+0.0009930723708333,+0.0031748639791560,-0.741776293062727",1.0,1.1,1
PIC102_PV,QIC101_MV,0.797085769442305,-0.8472,2,1,1,2.265163685781416,"+1.6308046799197164,-0.6729378681190276,+0.0657444567431491,-0.0566626469004914,-0.616304425612361",1.0,1.1,1
PIC102_PV,QIC102_PV,0.7876984800876933,0.9754,2,1,1,0.0700702674485349,"+0.3373058353879335,+0.0144258747125971,+0.0003566228602705,+0.0017628229099077,-0.367689298889372",1.0,1.1,1
PIC102_PV,QIC102_SV,0.7875954330093269,0.9711,2,1,1,0.0700590486619303,"+0.3368375913336244,+0.0145095656716423,+0.0003565120769642,+0.0017641475451999,-0.367895940474190",1.0,1.1,1
PIC102_PV,QIC105_PV,0.7987138891027176,0.9711,0,1,2,1.4302881783503607,"+0.0206526770761890,+0.0143861212429938,+0.644386071231812",1.0,1.1,1
PIC102_PV,QIC105_SV,0.7987044316202261,0.9731,0,1,2,1.4303977814252355,"+0.0206502742314687,+0.0143872813952610,+0.644771951974777",1.0,1.1,1
PIC102_PV,TI101_T,0.8714601342561893,0.9277,0,1,0,2.876364343297484,"+0.0738058220364637,+0.0896395896688273,+46.249144195862740",1.0,1.1,1
PIC102_PV,TI105_T,0.8890252181078852,0.9904,2,1,0,2.588669765148174,"+0.8270967135219879,-0.0078296543093266,+0.1140688950016298,-0.0881351622173028,+20.568866519370431",1.0,1.1,1
PIC102_PV,TIC102_MV,0.8216802399200533,0.9935,0,1,0,5.946678494586842,"-0.0265615915221301,-0.0761181629811809,+65.314461418899611",1.0,1.1,1
PIC102_PV,TIC103_PV,0.9316830761375532,0.9932,0,1,0,2.7617546257737127,"+0.1817713006074236,+0.0701529035166165,+83.943783685150123",1.0,1.1,1
PIC102_PV,TIC104_MV,0.8383992340334756,0.9976,2,0,0,16.224368026676796,"+1.3173940064619638,-0.3892798624926181,-0.0346667968707442,+14.954368611367641",1.0,1.1,1
PIC102_SV,C01_MV,0.8349642287538107,0.4676,2,1,0,0.6792933866540981,"+1.7797946393696020,-0.8083504528191997,+0.0033029668959859,+0.0035389823657029,-0.531031130949834",1.0,1.1,1
PIC102_SV,C03_MV,0.8295648626256876,0.9239,2,1,0,0.8588934880259402,"+1.6750987185537349,-0.7160022686475612,+0.0005436467590747,+0.0037242879400318,+1.899089355101457",1.0,1.1,1
PIC102_SV,C05_MV,0.7860187509838619,0.9702,0,1,1,10.398200672023608,"+0.1076372356887780,+0.1123309574879121,-15.870065222438551",1.0,1.1,1
PIC102_SV,C06_MV,0.7514936132732726,0.9666,2,1,0,2.202807303898052,"+1.7129727416309533,-0.8689601110379769,+0.0163339402348328,+0.0206529715655149,-2.649570630898423",1.0,1.1,1
PIC102_SV,FI252_F,0.8199821517561261,-0.9145,2,1,0,0.2596031609420718,"+1.5478493274871343,-0.6826550939785755,+0.0009016306955108,+0.0026895756473904,+0.301129119922436",1.0,1.1,1
PIC102_SV,FI307_F,0.8850344826823596,0.9718,1,1,0,0.0216816212006988,"+0.7223377316739855,+0.0000308870639668,+0.0001999022468590,-0.039968069650524",1.0,1.1,1
PIC102_SV,FI310_F,0.7356380185320874,-0.9135,2,1,0,0.3292806089890898,"+1.7138114146552552,-0.8644850130057387,+0.0026890005264009,+0.0024558679069807,+0.331073246175313",1.0,1.1,1
PIC102_SV,FIC101_MV,0.8351645996779709,0.9311,2,1,0,0.7401665663686643,"+1.7904132614341273,-0.8179681527856085,+0.0041273085683472,+0.0024694519580196,-0.510835982383031",1.0,1.1,1
PIC102_SV,FIC101_PV,0.8247612680875721,0.9617,0,1,2,0.1774035558657171,"+0.0021588277394079,+0.0021660168135483,-0.296401438908630",1.0,1.1,1
PIC102_SV,FIC101_SV,0.7855690846227509,0.9734,0,1,1,0.2106355853684187,"+0.0021374002256561,+0.0022625743867831,-0.317573373810181",1.0,1.1,1
PIC102_SV,FIC102_PV,0.8323024514773831,0.9236,0,1,1,0.8536819388139767,"+0.0130039595400192,+0.0135286213740128,-0.334193172755012",1.0,1.1,1
PIC102_SV,FIC102_SV,0.8355305069929566,0.9757,0,1,1,0.7325387856073202,"+0.0138154542008678,+0.0127466800001559,-0.343667701175493",1.0,1.1,1
PIC102_SV,FIC103_MV,0.8294490356500155,0.9764,2,1,0,0.8728710904814939,"+1.6736458427745773,-0.7143487678095845,+0.0005972147215476,+0.0036501251396288,+1.889677991556804",1.0,1.1,1
PIC102_SV,FIC103_PV,0.835524091194014,0.9701,0,1,1,0.1372528638407245,"+0.0025911774756988,+0.0023894110531437,-0.064413266207340",1.0,1.1,1
PIC102_SV,FIC103_SV,0.8355138311919285,0.9764,0,1,1,0.1372237534162133,"+0.0025911026349603,+0.0023894422889800,-0.064403301659018",1.0,1.1,1
PIC102_SV,FIC201_MV,0.7514274052425283,0.9764,2,1,0,2.214455716567161,"+1.7131751564073134,-0.8683962618111697,+0.0164308441377815,+0.0203580362089905,-2.632004332605529",1.0,1.1,1
PIC102_SV,FIC201_PV,0.7481446753022056,0.952,2,1,0,0.3106070658439613,"+1.7140452845920560,-0.8695093335151612,+0.0022805465616900,+0.0027481000735865,-0.273342133649614",1.0,1.1,1
PIC102_SV,FIC201_SV,0.7483167698264455,0.9495,2,1,0,0.3107296102616717,"+1.7133494825765365,-0.8688472719533259,+0.0022870471907473,+0.0027425925558832,-0.273374307852440",1.0,1.1,1
PIC102_SV,LIC101_MV,0.806301994054388,0.8559,0,1,2,4.498177223363612,"+0.0617035518880298,+0.0597541632385276,-2.667357893313373",1.0,1.1,1
PIC102_SV,LIC102_MV,0.8235503916420528,0.9688,0,1,1,5.428469434733346,"+0.0656270535988206,+0.0375028704802925,-10.379314039174378",1.0,1.1,1
PIC102_SV,LIC201_MV,0.7512746509103985,0.9705,2,1,0,2.2060656719693097,"+1.7134482587058857,-0.8689048427944278,+0.0162850171321720,+0.0205633320526904,-2.637066152020189",1.0,1.1,1
PIC102_SV,PIC101_MV,0.8291363547166886,0.9271,2,1,0,0.908165036960935,"+1.6725285457734806,-0.7128137052158273,+0.0009401568425963,+0.0032634888508631,+1.870301014782217",1.0,1.1,1
PIC102_SV,PIC102_PV,0.94269782454861,-0.9739,1,1,0,19.897663247322384,"+0.2158433024182242,+0.4611564700235725,+0.3204646466145110,+0.696050081270404",1.0,1.1,1
PIC102_SV,QI102_Q,0.7848137186211976,0.9932,2,1,1,0.0958840394501339,"+0.3631630274556733,+0.0680456290015989,+0.0010323243388846,+0.0008222234829746,-0.321223929768065",1.0,1.1,1
PIC102_SV,QI102_Qs,0.8908306977075986,0.9615,0,1,1,0.0751196789998431,"+0.0018713069606095,+0.0013823009742721,-0.561744901081046",1.0,1.1,1
PIC102_SV,QI105_Q,0.7907382336022653,0.9844,0,1,2,1.498326642435462,"+0.0161783082186666,+0.0187110384403282,+0.685724639858350",1.0,1.1,1
PIC102_SV,QI105_Qs,0.8022480814418159,0.9638,0,1,1,1.368192604381281,"+0.0196621224064490,+0.0152186244408163,+0.691464505494788",1.0,1.1,1
PIC102_SV,QI302_Q,0.8817834424329613,0.9714,2,1,1,0.1174590398607484,"+0.8843145899368571,-0.1027243006501980,+0.0004317530436777,+0.0004830605343501,-0.163395487786084",1.0,1.1,1
PIC102_SV,QI302_Qs,0.8816191195495554,0.9791,0,1,1,0.0956392397769098,"+0.0023845029762006,+0.0017666175962332,-0.737130718415986",1.0,1.1,1
PIC102_SV,QIC101_MV,0.7859833085121798,-0.842,0,1,1,10.410594264117908,"+0.1073377874438619,+0.1126717465341600,-15.883624859187349",1.0,1.1,1
PIC102_SV,QIC102_PV,0.7848046773209859,0.9667,2,1,1,0.096297614916653,"+0.3612439230788083,+0.0698393887118602,+0.0010364858140189,+0.0008193642018809,-0.321548559480771",1.0,1.1,1
PIC102_SV,QIC102_SV,0.784692611787937,0.9614,2,1,1,0.0964719771190402,"+0.3608349439043702,+0.0699993633330293,+0.0010380461737224,+0.0008185613328361,-0.321674532601439",1.0,1.1,1
PIC102_SV,QIC105_PV,0.7908082956987974,0.9614,0,1,2,1.4985521290638093,"+0.0161755364173394,+0.0187105080449662,+0.686691316169101",1.0,1.1,1
PIC102_SV,QIC105_SV,0.7907992462099984,0.9638,0,1,2,1.4986767856580627,"+0.0161712210556857,+0.0187135783150636,+0.687077889318908",1.0,1.1,1
PIC102_SV,TI101_T,0.8588867533179994,0.9198,0,1,1,3.8633544525160968,"+0.0938733189565671,+0.0688376894970927,+46.452989824204102",1.0,1.1,1
PIC102_SV,TI105_T,0.8722634428995168,0.9815,0,1,0,2.9073899323982846,"+0.0641007311003732,+0.0785930148427826,+114.034555472188103",1.0,1.1,1
PIC102_SV,TIC102_MV,0.8149135204642738,0.9846,0,1,1,5.9128332620132165,"-0.0533182999801870,-0.0489829704072557,+65.209871936887012",1.0,1.1,1
PIC102_SV,TIC103_MV,0.9716554215069034,-0.9746,2,0,0,1.1835008062117065,"+0.0142620398204620,+0.0036448371230344,+0.1962714637777453,+0.035934500555697",1.0,1.1,1
PIC102_SV,TIC103_PV,0.9106886016820016,0.9996,1,1,0,9.523246265304435,"+0.5533904545351267,+0.0333280613150692,+0.0789718586461866,+37.547247501474316",1.0,1.1,1
PIC102_SV,TIC103_SV,0.918715385761294,0.9876,0,1,0,4.995220862513223,"+0.1450467678893648,+0.1067791686670091,+83.965594691114759",1.0,1.1,1
PIC102_SV,TIC104_MV,0.8308773559170188,0.9924,2,0,1,15.315599641753936,"+1.3403371340778159,-0.4138865445292587,-0.0353860773825108,+15.277795087405564",1.0,1.1,1
PIC102_SV,TIC104_PV,0.8957179743074007,-0.9681,1,1,0,5.32350837177021,"+0.3921272599984004,+0.0488905200164801,+0.0642365545230900,+49.023814608258533",1.0,1.1,1
PIC201_MV,C03_MV,0.8515407157020882,0.9342,1,0,0,0.4771802879657159,"+0.9815865510340810,-0.1481063610272692,+14.976692325605228",1.0,1.1,1
PIC201_MV,FIC102_PV,0.8288198744242317,0.8149,2,1,0,0.4540730403797677,"+0.6394632591597271,+0.3315891793206527,-0.1220046534063075,+0.0677216574371087,+5.184162667956123",1.0,1.1,1
PIC201_MV,FIC102_SV,0.8295540651874146,-0.5868,1,1,0,0.4652978589978571,"+0.9828150180842644,-0.1455052106574478,+0.1113685324073309,+3.252851306676384",1.0,1.1,1
PIC201_MV,FIC103_MV,0.8516639837346681,-0.6,1,0,0,0.4552364408720436,"+0.9815947327536442,-0.1483768304412107,+15.000856800479995",1.0,1.1,1
PIC201_MV,FIC103_PV,0.8294529437297384,-0.5144,1,1,0,0.0874931055863523,"+0.9828262555617954,-0.0273037941049987,+0.0209065194733126,+0.609588620086934",1.0,1.1,1
PIC201_MV,FIC103_SV,0.8294178358905562,-0.6,1,1,0,0.0873911581107682,"+0.9828284137987855,-0.0273050667599585,+0.0209086071539072,+0.609510991987295",1.0,1.1,1
PIC201_MV,PIC101_MV,0.8516698280928083,0.8179,1,0,0,0.4735927631911381,"+0.9815831861182350,-0.1483321702362452,+14.997639286508096",1.0,1.1,1
PIC301_MV,FIC303_MV,0.997730958044054,1.0,2,0,0,0.453206223855306,"+0.0106863020083814,-0.0044046653016395,+0.9937305880857995,+0.000740579133334",1.0,1.1,1
PIC301_PV,FI105_F,0.73924441744653,-0.0365,0,1,0,0.3345406068553722,"+0.0351999463936837,+0.0106480063940850,-14.966542897283277",1.0,1.1,1
PIC301_PV,PI106_P,0.8135425734812054,0.0205,0,1,0,7.05915197071559,"+0.7834878660868561,+0.1509041734091719,-47.761533094020862",1.0,1.1,1
PIC301_PV,PIC101_PV,0.7131755675299325,0.9803,0,1,0,7.6215138033828,"+0.7771111597470566,+0.1519739108552417,+56.175024349446509",1.0,1.1,1
PIC301_SV,FI105_F,0.7392286920845752,1.0,0,1,0,0.3364730530819205,"+0.0351559982646817,+0.0106929248263200,-14.967426010788628",1.0,1.1,1
PIC301_SV,PI106_P,0.8134677970034125,0.0203,0,1,0,7.097715812884798,"+0.7825925215219069,+0.1518164571481593,-47.776999719305166",1.0,1.1,1
PIC301_SV,PIC101_PV,0.7132125180216374,0.9802,0,1,0,7.664990380304294,"+0.7760464023348825,+0.1530917973563922,+56.127274231549805",1.0,1.1,1
PIC301_SV,PIC301_PV,0.9902602945035724,0.9557,2,0,0,0.5197107476145391,"+0.0017702456409213,-0.0007636248368583,+0.9989280542469462,+0.057844413159054",1.0,1.1,1
QI101_Q,QI101_Qs,0.9802182632800872,-0.3558,2,1,0,0.1223910074495833,"+0.2213061650926703,-0.0944901932286941,+0.9207233339577370,-0.0488167273001793,+0.009669266674994",1.0,1.1,1
QI101_Q,QIC101_PV,0.9926911189000684,0.948,2,1,0,0.0361863084336044,"+0.0430739048949307,-0.0053313224293625,+0.9842855966250376,-0.0220634913851929,+0.000401695654331",1.0,1.1,1
QI102_Q,C01_MV,0.819869526714737,0.4515,2,1,0,0.9943648199117476,"+1.8215778308112547,-0.8416492225613107,+1.0693296375916956,+0.3430912880844271,+0.481763300201436",1.0,1.1,1
QI102_Q,C03_MV,0.8094057994069068,0.9409,0,1,0,3.284853821353086,"+15.2848154836239836,+15.6801003691776906,+64.869719958190970",1.0,1.1,1
QI102_Q,FI252_F,0.7889181097897523,-0.89,0,1,0,0.9222140162493728,"+4.3280545570416242,+3.6638771897910027,+6.911092461925042",1.0,1.1,1
QI102_Q,FI307_F,0.8144471149020389,0.971,0,1,0,0.0477607326408597,"+0.1306702525939673,+0.1162916156630257,+0.002842488939696",1.0,1.1,1
QI102_Q,FIC101_MV,0.8230109942873962,0.9304,2,1,0,1.0741108761774023,"+1.8281779387707737,-0.8487826959496871,+1.0533168948098313,+0.3993662774248136,+0.493667553915146",1.0,1.1,1
QI102_Q,FIC101_PV,0.8078508389017223,0.9686,0,1,0,0.1322592024103274,"+0.6652358879244181,+0.6378943243597226,+0.460894448075007",1.0,1.1,1
QI102_Q,FIC102_PV,0.8014304116892315,0.9404,0,1,0,1.0167536679091742,"+4.2493725942051777,+3.7241513257374042,+4.319225404608146",1.0,1.1,1
QI102_Q,FIC102_SV,0.7952046683922085,0.9734,0,1,0,1.3007240079843534,"+4.3347338285143531,+3.6327308659668835,+4.320215459327513",1.0,1.1,1
QI102_Q,FIC103_MV,0.8093899820582744,0.9724,0,1,0,3.2787603972185444,"+15.2660464009810326,+15.6986369979858527,+64.869854550901308",1.0,1.1,1
QI102_Q,FIC103_PV,0.7951731284394961,0.9738,0,1,0,0.2439882133981302,"+0.8127405780262180,+0.6812073932197463,+0.810100771182646",1.0,1.1,1
QI102_Q,FIC103_SV,0.7951522213700988,0.9724,0,1,0,0.2440583625121504,"+0.8126412442008442,+0.6812900252026892,+0.810104401940214",1.0,1.1,1
QI102_Q,LIC101_MV,0.7645643776259808,0.8608,0,1,0,4.489930310179584,"+19.4985804194564345,+16.8673885530783600,+18.680806415642464",1.0,1.1,1
QI102_Q,PIC101_MV,0.8093781837434592,0.9252,0,1,0,3.287125310704903,"+15.2835043229950074,+15.6817827658578111,+64.869477446997535",1.0,1.1,1
QI102_Q,QI102_Qs,0.8130148159089507,0.9615,0,1,0,0.2010673044738039,"+0.5225773361422623,+0.4495491775414293,+0.010886446775485",1.0,1.1,1
QI102_Q,QI105_Q,0.7466727514660089,-0.7533,0,1,0,1.6223448037374646,"+5.6554808263363743,+4.7775207303180043,+6.823020872240844",1.0,1.1,1
QI102_Q,QI302_Q,0.835244388927098,0.9577,0,1,0,0.0870243566431343,"+0.6868931087254180,+0.5595953561549286,-0.009139684059966",1.0,1.1,1
QI102_Q,QI302_Qs,0.8114330665444687,0.9801,0,1,0,0.2506155411560431,"+0.6679723719779621,+0.5732445143821633,-0.006865899858676",1.0,1.1,1
QI102_Q,QIC102_PV,0.9907001441109776,0.9625,2,0,0,0.0114487977010886,"+0.0042955551427954,-0.0007573848395635,+0.9969648740586285,-0.000181617412923",1.0,1.1,1
QI102_Q,QIC102_SV,0.990521099564046,1.0,2,0,0,0.0114428101263548,"+0.0039275663485655,-0.0010114167504590,+0.9975680411579069,-0.000176114999912",1.0,1.1,1
QI102_Q,QIC105_PV,0.7466657299585353,-0.7499,0,1,0,1.6225405989400996,"+5.6620312464088514,+4.7697849223856821,+6.823476611627646",1.0,1.1,1
QI102_Q,QIC105_SV,0.7466466843597437,0.9611,0,1,0,1.6226409652413762,"+5.6628898191658434,+4.7685199125452433,+6.823656198811973",1.0,1.1,1
QI102_Q,TIC103_PV,0.8002644818565132,0.962,0,1,0,16.85151134332415,"+41.2198653331017937,+33.3845166128576167,+128.511991940675415",1.0,1.1,1
QI102_Q,TIC104_MV,0.7675697567131714,0.9699,0,1,0,28.481238304374145,"-70.6324343535431609,-70.7946899398082792,+122.224526385802491",1.0,1.1,1
QI102_Qs,C01_MV,0.8738207623127054,0.464,2,0,0,0.7249569412250804,"+1.7461472562703786,-0.7876748236442289,+3.0425941226527926,+0.951164809901931",1.0,1.1,1
QI102_Qs,C02_MV,0.7318554542971828,0.9817,0,1,1,4.422784434819568,"+27.7520261313196386,+24.7175075752142419,+1.907500718484360",1.0,1.1,1
QI102_Qs,C03_MV,0.9003125064159967,0.9608,2,1,0,0.1600161091973291,"+1.7304802212037855,-0.7470069077483336,+6.9123934869008723,-6.3885405406847076,+1.067262995946858",1.0,1.1,1
QI102_Qs,C06_MV,0.7390521525472467,0.9831,2,0,0,1.5803141604605069,"+1.7305366647289415,-0.8853003412240206,+11.1993958299366998,+3.735102576767904",1.0,1.1,1
QI102_Qs,FI252_F,0.8752069578415879,-0.9292,2,1,0,0.2443314210502173,"+1.4904116621853456,-0.6881081492166737,+2.6326032954203673,-1.0171818947604379,+1.352112808810381",1.0,1.1,1
QI102_Qs,FI310_F,0.7867817107364978,-0.9288,2,1,0,0.2397031328343926,"+1.6957108667191600,-0.8989601377421956,+0.1228894910625122,+2.0234880257061589,+1.640088223144667",1.0,1.1,1
QI102_Qs,FIC101_MV,0.8729222035353716,0.9408,2,0,0,0.5801370832056062,"+1.7565176403269676,-0.7969126381912466,+2.9577881704208755,+0.925958268354698",1.0,1.1,1
QI102_Qs,FIC101_PV,0.8830058160853604,0.9815,0,1,0,0.1077332027453883,"+0.5792748246522216,+0.7541167492075728,+0.448804188724288",1.0,1.1,1
QI102_Qs,FIC102_MV,0.7312602988159076,0.983,0,1,1,4.460273219713486,"+28.6386826370182170,+23.7986256535742626,+1.912200318658850",1.0,1.1,1
QI102_Qs,FIC102_PV,0.8906628463988707,0.9606,0,1,0,0.5523110379346199,"+4.3245583779677519,+3.8523149927762388,+4.238820875555629",1.0,1.1,1
QI102_Qs,FIC102_SV,0.9226292937387128,0.9934,2,1,0,0.2296112391407416,"+1.3591553668657119,-0.3789833061817043,+5.7218368038918896,-5.5623026120000665,+0.084978674873273",1.0,1.1,1
QI102_Qs,FIC103_MV,0.9032416819379012,0.9943,2,1,0,0.1599188692261478,"+1.7357677032865122,-0.7521833531874893,+6.9803114578881580,-6.4595974078578200,+1.059961089376799",1.0,1.1,1
